Id,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
442,72100,Stari Grad,Centar,4,centralno grejanje,namešteno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",23,uknjiženo,novo,useljivo,2000,1
443,122550,Novo Naselje,BUL.VOJVODE STEPE,3,centralno grejanje,namešteno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",65,uknjiženo,novo,useljivo,2000,1
444,90130,Stari Grad,Riblja Pijaca,1.5,centralno grejanje,namešteno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",35,uknjiženo,novo,useljivo,1965,1
445,125000,Stari Grad,Centar,2,grejanje na gas,namešteno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",49,uknjiženo,u izgradnji,useljivo,1965,1
446,123500,Stari Grad,Centar,2.5,grejanje na gas,namešteno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",48,uknjiženo,u izgradnji,useljivo,1965,3
447,188000,Stari Grad,Centar,3,grejanje na gas,namešteno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",73,uknjiženo,u izgradnji,useljivo,1965,4
448,147300,Stari Grad,Centar,2.5,grejanje na gas,namešteno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",57,uknjiženo,u izgradnji,useljivo,1965,3
449,60150,Veternik,veternik,2.5,grejanje na struju,prazno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",54,uknjiženo,novo,useljivo,1965,nisko
450,70200,Adice,adice,2,grejanje na gas,prazno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",47,uknjiženo,novo,useljivo,1965,visoko
451,65000,Stari Grad,Centar,0.5,grejanje na gas,prazno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",26,uknjiženo,uobičajeno stanje,useljivo,2007,3
452,89000,Telep,Telep,2.5,grejanje na gas,prazno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",69,uknjiženo,uobičajeno stanje,useljivo,2007,prizemlje
453,58700,Bulevar Oslobođenja,kralja petra,1,centralno grejanje,prazno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",20,uknjiženo,renovirano,useljivo,2007,2
454,149350,Podbara,Beogradski Kej,3,centralno grejanje,prazno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",72,uknjiženo,renovirano,useljivo,2007,3
455,319000,Bulevar Oslobođenja,pap pavla,4,centralno grejanje,namešteno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",143,uknjiženo,renovirano,useljivo,2007,3
456,175100,Rotkvarija,Socijalno,4,centralno grejanje,prazno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",94,uknjiženo,renovirano,useljivo,2007,7
457,209000,Stari Grad,MAKSIMA GORKOG,3,centralno grejanje,prazno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",110,uknjiženo,potrebno renoviranje,useljivo,2007,2
458,99700,Grbavica,ALEKSE ŠANTIĆA,2,centralno grejanje,prazno,ima lift (1),"klima, plakar",47,uknjiženo,novo,useljivo,2007,4
459,107450,Detelinara,Veseline Masleše,2,centralno grejanje,prazno,ima lift (1),"klima, plakar",46,uknjiženo,novo,useljivo,2007,2
460,69630,Podbara,Kvantaška Pijaca,1,grejanje na gas,namešteno,ima lift (1),"klima, plakar",26,uknjiženo,novo,useljivo,2007,4
461,103000,Stari Grad,JOVANA SUBOTIĆA,2,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, plakar",41,uknjiženo,novo,useljivo,2010,1
462,129200,Stari Grad,651,3,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, plakar",66,uknjiženo,novo,useljivo,2010,1
463,71070,Detelinara,VESELINA MASLESE,1,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, plakar",24,uknjiženo,novo,useljivo,2010,1
464,418000,Sajmište,Sajmište,5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",143,uknjiženo,novo,useljivo,2010,1
465,67980,Bulevar Oslobođenja,bore prodanovica,0.5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",23,uknjiženo,novo,useljivo,2010,1
466,418000,Sajmište,Sajmište,4,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",143,uknjiženo,uobičajeno stanje,useljivo,2010,1
467,80350,Petrovaradin,Petrovaradin,2,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",40,uknjiženo,u izgradnji,useljivo,2020,1
468,126500,Petrovaradin,Petrovaradin,3,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",64,uknjiženo,u izgradnji,useljivo,2020,1
469,80800,Petrovaradin,Petrovaradin,2,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",40,uknjiženo,u izgradnji,useljivo,2020,1
470,54350,Petrovaradin,Petrovaradin,0.5,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",27,uknjiženo,u izgradnji,useljivo,2020,1
471,55200,Petrovaradin,Petrovaradin,0.5,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",27,uknjiženo,u izgradnji,useljivo,2020,1
472,112000,Petrovaradin,Petrovaradin,3,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",57,uknjiženo,u izgradnji,useljivo,2020,1
473,71120,Petrovaradin,Petrovaradin,2,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",35,uknjiženo,u izgradnji,useljivo,2020,1
474,70500,Petrovaradin,Petrovaradin,2,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",35,uknjiženo,u izgradnji,useljivo,2020,2
475,80350,Petrovaradin,Petrovaradin,2,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",40,uknjiženo,u izgradnji,useljivo,2020,2
476,126450,Petrovaradin,Petrovaradin,3,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",64,uknjiženo,u izgradnji,useljivo,2020,2
477,81000,Grbavica,Miše Dimitrijevića 3C,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",35,uknjiženo,u izgradnji,useljivo,2000,2
478,154500,Bulevar Evrope,Bulevar Evrope,2,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",73,uknjiženo,novo,useljivo,2000,1
479,119000,Novo Naselje,Bulevar Vojvode Stepe 105,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",65,uknjiženo,novo,useljivo,2000,prizemlje
480,117270,Bulevar Oslobođenja,Bulevar Oslobođenja,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,novo,useljivo,2000,1
481,153400,Grbavica,cara lazara,2,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",50,uknjiženo,novo,useljivo,2000,6
482,100400,Adice,Adice,3.5,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",65,nije uknjiženo,u izgradnji,useljivo,2000,prizemlje
483,113500,Adice,Adice,3.5,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",73,nije uknjiženo,u izgradnji,useljivo,2000,1
484,97300,Adice,Adice,3.5,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",63,nije uknjiženo,u izgradnji,useljivo,2000,visoko
485,83000,Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",34,uknjiženo,u izgradnji,useljivo,2000,1
486,45500,Adice,Lipov Gaj,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",37,nije uknjiženo,u izgradnji,useljivo,2000,nisko
487,164800,Podbara,stevana milovanova,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",60,uknjiženo,renovirano,useljivo,2000,1
488,60800,Adice,Lipov Gaj,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",39,nije uknjiženo,u izgradnji,useljivo,2000,1
489,92600,Adice,Lipov Gaj,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",62,nije uknjiženo,u izgradnji,useljivo,2000,2
490,97250,Petrovaradin,Petrovaradin,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",49,nije uknjiženo,u izgradnji,useljivo,2020,prizemlje
491,55200,Petrovaradin,Petrovaradin,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",27,nije uknjiženo,u izgradnji,useljivo,2020,prizemlje
492,78250,Petrovaradin,Petrovaradin,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",38,nije uknjiženo,u izgradnji,useljivo,2020,1
493,129100,Petrovaradin,Petrovaradin,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",65,nije uknjiženo,u izgradnji,useljivo,2020,prizemlje
494,64500,Petrovaradin,Petrovaradin,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",32,nije uknjiženo,u izgradnji,useljivo,2020,prizemlje
495,92600,Petrovaradin,Petrovaradin,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",47,nije uknjiženo,u izgradnji,useljivo,2020,prizemlje
496,70500,Petrovaradin,Petrovaradin,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",35,nije uknjiženo,u izgradnji,useljivo,2020,1
497,44500,Adice,Lipov Gaj,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",36,nije uknjiženo,u izgradnji,useljivo,2020,prizemlje
498,96900,Adice,Adice,2.5,grejanje na gas,prazno,ima lift (1),kablovska,65,uknjiženo,u izgradnji,useljivo,2020,2
499,127000,Detelinara,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",81,uknjiženo,novo,useljivo,2020,3
500,133900,Adamovićevo Naselje,Cara Dušana,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, ugradni plakar",41,uknjiženo,novo,useljivo,2020,6
501,420000,Stari Grad,Grčkoškolska,8,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, ugradni plakar",285,uknjiženo,renovirano,useljivo,2020,2
502,104000,Liman,Jožefa Marčoka,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, ugradni plakar",76,uknjiženo,renovirano,useljivo,2020,prizemlje
503,59700,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",34,uknjiženo,renovirano,useljivo,2020,prizemlje
504,72310,Petrovaradin,Majur,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",39,nije uknjiženo,u izgradnji,useljivo,2020,2
505,123600,Grbavica,Grbavica,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",111,uknjiženo,u izgradnji,useljivo,2020,3
506,103730,Novo Naselje,Novo Naselje,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",106,uknjiženo,u izgradnji,useljivo,2020,4
507,67980,Stari Grad,Zmaj Jovina,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",33,uknjiženo,renovirano,useljivo,2005,3
508,132660,Grbavica,Grbavica,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",73,uknjiženo,renovirano,useljivo,2005,2
509,154500,Stari Grad,Kej,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",90,uknjiženo,potrebno renoviranje,useljivo,2005,3
510,150700,Banatić,Železnička stanica,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2005,2
511,87550,Grbavica,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2010,prizemlje
512,113300,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2006,1
513,87550,Grbavica,Grbavica,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",39,uknjiženo,uobičajeno stanje,useljivo,2006,visoko
514,125660,Podbara,Podbara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",61,u procesu uknjižavanja,renovirano,useljivo,2006,2
515,205800,Stari Grad,Centar,4,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",148,uknjiženo,novo,useljivo,2006,4
516,183340,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (3),"kablovska, internet, klima",89,uknjiženo,novo,useljivo,2019,2
517,118450,Novo Naselje,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",64,uknjiženo,uobičajeno stanje,useljivo,2019,2
518,144200,Podbara,Podbara,4,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",99,uknjiženo,uobičajeno stanje,useljivo,2012,4
519,56650,Adice,Adice,1.5,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, klima",35,uknjiženo,novo,useljivo,2012,4
520,69000,Detelinara,Veselina Masleše,1,centralno grejanje,prazno,ima lift (1),"video nadzor, klima, kuhinjski elementi",24,uknjiženo,novo,useljivo,2000,3
521,103000,Stari Grad,Centar,2,grejanje na gas,prazno,ima lift (1),"video nadzor, klima, kuhinjski elementi",44,uknjiženo,uobičajeno stanje,useljivo,1999,3
522,104240,Detelinara,detelinara,3.5,centralno grejanje,prazno,ima lift (1),"video nadzor, klima, kuhinjski elementi",88,nije uknjiženo,u izgradnji,useljivo,1999,5
523,51500,Podbara,Podbara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",22,uknjiženo,renovirano,useljivo,1999,prizemlje
524,109180,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",52,uknjiženo,novo,useljivo,1999,3
525,96850,Telep,MORNARSKA,1,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",38,uknjiženo,novo,useljivo,1999,3
526,140900,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",76,uknjiženo,novo,useljivo,1999,4
527,50000,Adice,Adice,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",28,uknjiženo,novo,useljivo,1999,2
528,134000,Novo Naselje,Satelit,3,grejanje na gas,prazno,ima lift (1),"kablovska, interfon, TV, Kanalizacija",77,uknjiženo,novo,useljivo,2014,2
529,56650,Adice,Adice,1.5,grejanje na gas,namešteno,ima lift (1),"kablovska, interfon, TV, Kanalizacija",35,uknjiženo,uobičajeno stanje,useljivo,2014,1
530,141550,Telep,Telep,3,grejanje na gas,prazno,ima lift (1),"kablovska, interfon, TV, Kanalizacija",67,u procesu uknjižavanja,u izgradnji,useljivo,2020,2
531,177000,Rotkvarija,Socijalno,4,centralno grejanje,prazno,ima lift (1),"kablovska, interfon, TV, Kanalizacija",86,u procesu uknjižavanja,u izgradnji,useljivo,2012,3
532,92700,Adamovićevo Naselje,Cara Dušana,1.5,grejanje na gas,prazno,ima lift (1),"kablovska, interfon, TV, Kanalizacija",40,uknjiženo,novo,useljivo,2012,2
533,50000,Adice,Adice,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",28,uknjiženo,novo,useljivo,2012,2
534,103000,Stari Grad,Centar,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",44,uknjiženo,uobičajeno stanje,useljivo,2016,3
535,86500,Telep,Telep,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, klima",60,uknjiženo,uobičajeno stanje,useljivo,2016,prizemlje
536,117020,Podbara,Podbara,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",52,u procesu uknjižavanja,u izgradnji,useljivo,2016,prizemlje
537,142140,Novo Naselje,Novo Naselje,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",91,uknjiženo,u izgradnji,useljivo,2016,prizemlje
538,79800,Novo Naselje,BUL.KNEZA MILOSA,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",43,uknjiženo,u izgradnji,useljivo,2016,prizemlje
539,115000,Novo Naselje,Novo Naselje,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,1978,prizemlje
540,69000,Novo Naselje,Bistrica,1.5,centralno grejanje,polunamešteno,ima lift (2),"telefon, kablovska",36,uknjiženo,renovirano,useljivo,1978,10
541,270000,Liman,Liman 1,3.5,centralno grejanje,prazno,ima lift (1),klima,96,uknjiženo,potrebno renoviranje,useljivo,1978,6
542,118450,Grbavica,Danila Kiša,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, ležaj, plakar",53,uknjiženo,novo,useljivo,1978,3
543,142140,Novo Naselje,Šarengrad,3.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, ležaj, plakar",91,uknjiženo,uobičajeno stanje,useljivo,1978,1
544,111970,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, ležaj, plakar",44,nije uknjiženo,novo,useljivo,1978,1
545,134930,Rotkvarija,Socijalno,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, ležaj, plakar",57,uknjiženo,novo,useljivo,1978,3
546,76300,Adamovićevo Naselje,Cara Dušana,2,grejanje na struju,prazno,ima lift (1),"telefon, kablovska",57,uknjiženo,novo,useljivo,1978,4
547,149350,Liman,Liman 4,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,novo,useljivo,1984,1
548,137800,Telep,Telep,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",53,uknjiženo,novo,useljivo,2013,2
549,147810,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",82,uknjiženo,novo,useljivo,2013,3
550,453200,Podbara,Podbara,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",132,nije uknjiženo,novo,useljivo,2013,7
551,120300,Novo Naselje,Šarengrad,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",73,uknjiženo,novo,useljivo,2013,2
552,185000,Stari Grad,Centar,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",67,uknjiženo,novo,useljivo,2018,2
553,329600,Grbavica,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",145,uknjiženo,novo,useljivo,2018,5
554,85490,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",38,uknjiženo,novo,useljivo,2018,visoko
555,118500,Liman,Liman 4,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,1982,4
556,93750,Adice,Adice,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,u izgradnji,useljivo,2022,1
557,92700,Adamovićevo Naselje,Cara Dušana,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",40,uknjiženo,novo,useljivo,2022,2
558,117270,Bulevar Oslobođenja,Bulevar Oslobođenja,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,novo,useljivo,2022,1
559,69000,Novo Naselje,Partizanskih Baza,1.5,centralno grejanje,namešteno,ima lift (2),"telefon, TV",36,uknjiženo,novo,useljivo,2022,10
560,128750,Grbavica,Grbavica,2.5,centralno grejanje,prazno,ima lift (1),"telefon, TV",56,uknjiženo,novo,useljivo,2022,1
561,92700,Rotkvarija,Rotkvarija,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",37,uknjiženo,novo,useljivo,2022,visoko
562,105050,Stari Grad,Centar,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",68,uknjiženo,uobičajeno stanje,useljivo,2022,3
563,66950,Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",27,uknjiženo,novo,useljivo,2022,5
564,89500,Telep,Telep,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, klima",40,uknjiženo,novo,useljivo,2022,1
565,69000,Novo Naselje,Partizanskih Baza,1.5,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska, internet, klima",36,uknjiženo,novo,useljivo,2022,10
566,55620,Detelinara,Kopernikova,1,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, internet, interfon",27,uknjiženo,novo,useljivo,2022,1
567,270000,Liman,Liman 1,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",96,uknjiženo,novo,useljivo,2022,6
568,288400,Jugovićevo,Jugovićevo,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",113,uknjiženo,novo,useljivo,2022,4
569,80750,Novo Naselje,Novo Naselje,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",49,uknjiženo,novo,useljivo,1989,4
570,309000,Stari Grad,Spens,4.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",143,uknjiženo,novo,useljivo,2003,3
571,122570,Novo Naselje,"NOVO NASELJE, NOVI SAD",3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",65,uknjiženo,uobičajeno stanje,useljivo,1978,visoko
572,71070,Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",26,uknjiženo,uobičajeno stanje,useljivo,2007,3
573,230000,Novo Naselje,Radomira Rase Radujkova,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",121,uknjiženo,uobičajeno stanje,useljivo,2007,2
574,52000,Grbavica,Doža Đerđa,1,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",27,uknjiženo,uobičajeno stanje,useljivo,2007,prizemlje
575,104800,Detelinara,Nova Detelinara,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",55,uknjiženo,uobičajeno stanje,useljivo,2007,1
576,61800,Novo Naselje,STANOJA STANOJEVICA,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",28,uknjiženo,uobičajeno stanje,useljivo,2007,1
577,83000,Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",34,uknjiženo,renovirano,useljivo,2007,1
578,144200,Grbavica,Grbavica,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",80,uknjiženo,uobičajeno stanje,useljivo,2007,5
579,64890,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",25,uknjiženo,uobičajeno stanje,useljivo,2007,4
580,221450,Bulevar Oslobođenja,Bulevar Oslobođenja,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",84,uknjiženo,uobičajeno stanje,useljivo,2007,4
581,78300,Rotkvarija,Socijalno,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,2009,suteren
582,85500,Avijatičarsko Naselje,Avijatičarsko Naselje,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,2006,prizemlje
583,114700,Petrovaradin,Petrovaradin,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,u izgradnji,useljivo,2020,prizemlje
584,54350,Petrovaradin,Petrovaradin,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",27,uknjiženo,u izgradnji,useljivo,2020,prizemlje
585,66900,Petrovaradin,Petrovaradin,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",33,uknjiženo,u izgradnji,useljivo,2020,prizemlje
586,64900,Stari Grad,Jevrejska,1.5,grejanje na struju,prazno,ima lift (1),klima,32,uknjiženo,uobičajeno stanje,useljivo,2020,4
587,54590,Podbara,Podbara,0.5,grejanje na gas,namešteno,ima lift (1),klima,21,uknjiženo,uobičajeno stanje,useljivo,2020,5
